,question,answer,group_id
23189,torch.utils.data.random_split crashes without an error message with non CPU Generator object,"> > @Kae1101
> > I got the same problem 2 day ago in colab, my code also ran find before. I think the problem happen when your DataLoader for training set attribute shuffle=True, you can try with your test DataLoader, which shuffle attribute set to False, the problem won't happen.
> > I find the way to make my code run again, hope it will help you
> > add attribute generator to your DataLoader and set it like this:
> > train_loader = DataLoader(trainset,batch_size=batch_size,shuffle=True,num_workers=0,pin_memory=False, generator=torch.Generator(device='cuda'))
> > Hope it gonna help :)))
> 
> @NLQVan
> Thanks for your solution~But I already fixed the problem by commenting out the following command:
> 
> # torch.set_default_tensor_type(torch.cuda.FloatTensor)
> does dataiter.next() return cpu.floatTensor by default? If it does, I think that is why the error was reported... ...
> 
> But I still confused because I ran the same code may be more than 50 times a week before 2021/06/19 and didn't get any errors like this.

Thanks. I was having the same issue and downgrading to 1.8.1 (March release) from 1.9.0 (June release, current latest) fixes this. ",197
23190,torch.utils.data.random_split crashes without an error message with non CPU Generator object,"> > @Kae1101
> > I got the same problem 2 day ago in colab, my code also ran find before. I think the problem happen when your DataLoader for training set attribute shuffle=True, you can try with your test DataLoader, which shuffle attribute set to False, the problem won't happen.
> > I find the way to make my code run again, hope it will help you
> > add attribute generator to your DataLoader and set it like this:
> > train_loader = DataLoader(trainset,batch_size=batch_size,shuffle=True,num_workers=0,pin_memory=False, generator=torch.Generator(device='cuda'))
> > Hope it gonna help :)))
> 
> @NLQVan
> Thanks for your solution~But I already fixed the problem by commenting out the following command:
> 
> # torch.set_default_tensor_type(torch.cuda.FloatTensor)
> does dataiter.next() return cpu.floatTensor by default? If it does, I think that is why the error was reported... ...
> 
> But I still confused because I ran the same code may be more than 50 times a week before 2021/06/19 and didn't get any errors like this.

Thanks. I was having the same issue and downgrading to 1.8.1 (March release) from 1.9.0 (June release, current latest) fixes this. ",197
23191,Memory surges when loading models,"Came across this while training on a GPU with very limited memory. Training worked fine but upon restoring from a previous checkpoint, got OOM on the GPU. Thanks so much for the hint to ""load the checkpoint to cpu first and then move onto GPU"" and the note in the torch.load() function! This easily worked for me:
```
# Bad gives OOM on GPU
# params = torch.load(model_save_path, map_location=lambda storage, loc: storage)
# Good. Load to cpu first, then to GPU
params = torch.load(model_save_path, map_location='cpu')
model.load_state_dict(params['state_dict'])
model = model.to(device)
```
Subsequently, I ran into them same problem with the optimizer, where I got OOM while the GPU tensors where copied. The same strategy was successful here too, namely
```
# Bad. Gives OOM
# optimizer.load_state_dict(torch.load(model_save_path + '.optim')
# Good. Works.
optimizer.load_state_dict(torch.load(model_save_path + '.optim', map_location='cpu'))
optimizer_to(optimizer,device)
```
Here, optimizer_to is the code snippet from @0phoff posted in #8741 
```
def optimizer_to(optim, device):
    for param in optim.state.values():
        # Not sure there are any global tensors in the state dict
        if isinstance(param, torch.Tensor):
            param.data = param.data.to(device)
            if param._grad is not None:
                param._grad.data = param._grad.data.to(device)
        elif isinstance(param, dict):
            for subparam in param.values():
                if isinstance(subparam, torch.Tensor):
                    subparam.data = subparam.data.to(device)
                    if subparam._grad is not None:
                        subparam._grad.data = subparam._grad.data.to(device)
```
(This issue came up prominently on google when searching my error, so just would like to share how one can solve.)",1521
23192,Memory surges when loading models,"Came across this while training on a GPU with very limited memory. Training worked fine but upon restoring from a previous checkpoint, got OOM on the GPU. Thanks so much for the hint to ""load the checkpoint to cpu first and then move onto GPU"" and the note in the torch.load() function! This easily worked for me:
```
# Bad gives OOM on GPU
# params = torch.load(model_save_path, map_location=lambda storage, loc: storage)
# Good. Load to cpu first, then to GPU
params = torch.load(model_save_path, map_location='cpu')
model.load_state_dict(params['state_dict'])
model = model.to(device)
```
Subsequently, I ran into them same problem with the optimizer, where I got OOM while the GPU tensors where copied. The same strategy was successful here too, namely
```
# Bad. Gives OOM
# optimizer.load_state_dict(torch.load(model_save_path + '.optim')
# Good. Works.
optimizer.load_state_dict(torch.load(model_save_path + '.optim', map_location='cpu'))
optimizer_to(optimizer,device)
```
Here, optimizer_to is the code snippet from @0phoff posted in #8741 
```
def optimizer_to(optim, device):
    for param in optim.state.values():
        # Not sure there are any global tensors in the state dict
        if isinstance(param, torch.Tensor):
            param.data = param.data.to(device)
            if param._grad is not None:
                param._grad.data = param._grad.data.to(device)
        elif isinstance(param, dict):
            for subparam in param.values():
                if isinstance(subparam, torch.Tensor):
                    subparam.data = subparam.data.to(device)
                    if subparam._grad is not None:
                        subparam._grad.data = subparam._grad.data.to(device)
```
(This issue came up prominently on google when searching my error, so just would like to share how one can solve.)",1521
23193,[feature request] `select_index` for sparse tensors,"Thanks. I have solved the problem. I just need to get one-hot embedding for the diag sparse matrix. So I do not need to select the specific row. Instead, I directly generate the one-hot embeddings in the training process rather than select from the sparse matrix.",6882
23194,[feature request] `select_index` for sparse tensors,"Thanks. I have solved the problem. I just need to get one-hot embedding for the diag sparse matrix. So I do not need to select the specific row. Instead, I directly generate the one-hot embeddings in the training process rather than select from the sparse matrix.",6882
23195,grad of output with respect to inputs  functions on cpu but not gpu,"Your code had a bug, I fixed it for you:

```
def test_gpu():
    mod = testModule().cuda()
    t = torch.ones([1, 10], requires_grad=True, device=""cuda:0"")
    output = mod(t)
    output[0].backward()
    test = t.grad
```",8670
23196,grad of output with respect to inputs  functions on cpu but not gpu,"Your code had a bug, I fixed it for you:

```
def test_gpu():
    mod = testModule().cuda()
    t = torch.ones([1, 10], requires_grad=True, device=""cuda:0"")
    output = mod(t)
    output[0].backward()
    test = t.grad
```",8670
23197,Caffe2 install failure,"Serendipitously, I was able to eventually find the solution to my problem. I will post my solution here, in case someone else stumbles upon this same problem, then I'll close this issue. 

1. Someone else had a similar issue on the caffe2 repo: https://github.com/caffe2/caffe2/issues/2487 and the solution was to re-install the eigen3 library from the master branch at the [github mirror](https://github.com/eigenteam/eigen-git-mirror.git). So that solved this particular issue.
2. Next, I had another problem with cuda/cudnn somehow (that I did not screenshot) but it was similar to [this problem](https://discuss.pytorch.org/t/solved-source-compile-error/9490). Incredibly, as this link suggests, the solution was to change a line in the file: /usr/include/cudnn.h from
```c++
#include “driver_types.h”
```
to
```c++
#include <driver_types.h>
```
So that it looks in the correct location for the header file `driver_types.h`...Now everything is installed properly and hopefully this helps someone else down the road.",5818
23198,Caffe2 install failure,"Serendipitously, I was able to eventually find the solution to my problem. I will post my solution here, in case someone else stumbles upon this same problem, then I'll close this issue. 

1. Someone else had a similar issue on the caffe2 repo: https://github.com/caffe2/caffe2/issues/2487 and the solution was to re-install the eigen3 library from the master branch at the [github mirror](https://github.com/eigenteam/eigen-git-mirror.git). So that solved this particular issue.
2. Next, I had another problem with cuda/cudnn somehow (that I did not screenshot) but it was similar to [this problem](https://discuss.pytorch.org/t/solved-source-compile-error/9490). Incredibly, as this link suggests, the solution was to change a line in the file: /usr/include/cudnn.h from
```c++
#include “driver_types.h”
```
to
```c++
#include <driver_types.h>
```
So that it looks in the correct location for the header file `driver_types.h`...Now everything is installed properly and hopefully this helps someone else down the road.",5818
23199,THD refactoring,Don't think we need this issue from now on.,2197
23200,THD refactoring,Don't think we need this issue from now on.,2197
23201,[Caffe2] Are you still maintaining Caffe2 docker?,"@jgong5 @pjh5
I think it's better to update the Caffe2 images. Because the Detectron Dockerfile is based on Caffe2 base. 
It's inconvenient to build our own Caffe2 while I just want to use Detectron.",612
